대여소번호,대여소명,전체 이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"142","142. 아현역 4번출구 앞",8186,19.47%,17.96%,23.88%
"1109","1109. 공항시장역 4번출구",8186,17.05%,14.23%,26.56%
"3606","3606. 신사동주민센터 옆",8186,5.42%,26.15%,26.33%
"1086","1086.래미안 솔베뉴(구천면로)",8182,12.36%,15.52%,28.38%
"4874","4874. 탄천1교 하부보도",8181,24.23%,12.99%,27.16%
"639","639. 서울시립대 후문",8172,8.42%,17.08%,25.38%
"1364","1364. 성북동 치안센터 앞",8161,19.51%,13.26%,24.03%
"709","709. 신정3동 현장민원실 앞",8152,14.89%,14.71%,25.23%
"3655","3655. 둔촌신성미소지움아파트",8131,18.48%,14.45%,30.49%
"121","121. 마포소방서 앞",8118,16.26%,15.20%,25.20%
"3510","3510. 중곡SK아파트앞",8117,19.26%,12.25%,28.69%
"1457","1457. 동원사거리",8115,13.60%,17.49%,24.82%
"3545","3545.한양대역 1번출구",8100,7.10%,22.01%,23.41%
"3557","3557.서울숲리버뷰자이APT105동 앞",8096,18.63%,11.08%,27.93%
"2112","2112. 서울대입구역 마에스트로",8093,7.82%,14.22%,29.28%
"2430","2430.강남파이낸스센터앞(역삼역2번출구)",8092,16.40%,20.54%,19.25%
"2319","2319. 포스코사거리 서측(수협 삼성동 지점)",8087,7.89%,35.25%,13.71%
"2509","2509. 심산기념문화센터",8080,21.25%,23.18%,16.93%
"4563","4563. 여의도 은하아파트",8077,18.22%,16.94%,24.96%
"3110","3110.홍은 현대아이파크 아파트 202동 앞",8066,16.84%,14.88%,29.52%
"3880","3880. 홍련봉 공원",8066,20.08%,15.81%,29.73%
"4542","4542. 월정초 사거리",8054,25.56%,14.19%,25.42%
"406","406. 상암월드컵파크 7단지 앞",8043,13.05%,13.74%,29.16%
"1472","1472.영성빌딩(PAT)",8036,13.03%,16.40%,24.18%
"4316","4316. 고속터미널역 3번출구",8036,12.78%,25.31%,26.52%
"866","866.브라운스톤 남산아파트",8030,18.87%,14.68%,28.72%
"2328","2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞",8030,10.90%,24.26%,19.99%
"5321","5321.불암아파트 앞",8023,14.33%,14.06%,28.27%
"4014","4014. 불암산역 3번 출구",8018,17.83%,13.87%,29.41%
"2297","2297. 남부터미널역 1번출구",8015,11.78%,22.81%,24.13%
"1751","1751. 창원초등학교 교차로",8008,16.86%,11.83%,27.11%
"1266","1266. 문정동 글샘 공원",8006,11.92%,23.93%,23.71%
"2362","2362. 신사동 가로수길 입구",8006,6.17%,23.17%,27.04%
"322","322. 명동성당 앞",8001,9.34%,23.05%,26.86%
"1257","1257. 가락시장역 사거리",8001,33.58%,17.31%,15.86%
"1394","1394.길음뉴타운 래미안9단지",7991,23.60%,12.63%,24.88%
"4246","4246. 상수역새마을금고",7967,7.95%,15.45%,30.66%
"4671","4671. 청구성심병원 앞",7956,9.90%,17.70%,27.85%
"4462","4462. 가락중학교 앞",7955,11.38%,13.19%,28.70%
"2048","2048. 삼일초등학교 인근",7938,20.36%,9.79%,22.99%
"2036","2036. 정금마을 마을버스정류장",7936,13.28%,12.85%,27.63%
"536","536. 행당역 2번출구 앞",7933,19.64%,12.69%,28.32%
"1715","1715. 서울특별시교육청도봉도서관",7925,7.86%,14.68%,33.20%
"1253","1253. 오금역 3번 출구 뒤",7923,17.90%,18.06%,21.52%
"402","402. 상암월드컵파크 9단지 앞",7921,27.71%,11.30%,24.05%
"1551","1551.4.19탑 앞",7912,14.13%,12.55%,29.92%
"4306","4306. 서래공원 앞",7906,12.29%,25.22%,20.45%
"1057","1057. 능골근린공원",7898,19.65%,17.33%,19.14%
"2263","2263. 바우뫼문화복지회관",7897,14.80%,20.01%,21.79%
"2119","2119. 중앙동 동진빌딩",7892,18.02%,14.55%,24.52%
"4345","4345. 반포역 4번출구",7892,18.35%,15.36%,29.51%
"4580","4580. 국회제2의원회관",7884,9.89%,48.86%,3.13%
"1474","1474.서울중랑우체국",7882,8.25%,15.05%,21.28%
"6188","6188.금호아파트",7874,15.61%,20.71%,22.85%
"1303","1303. 돈암초교 입구",7869,25.92%,14.86%,22.67%
"1654","1654. 당고개입구 오거리",7856,14.08%,14.71%,29.49%
"2320","2320. 도곡역 대치지구대 방향",7851,11.69%,17.13%,27.84%
"748","748. 목동운동장",7848,7.84%,24.24%,31.52%
"1821","1821. 홈플러스 시흥점 맞은편 다비치안경 앞",7830,24.29%,11.98%,26.77%
"3685","3685. 강동리엔파크14단지(1401동 앞)",7817,25.79%,19.20%,20.75%
"4960","4960.고덕비즈밸리 지식산업센터 A",7813,3.20%,45.81%,15.50%
"1768","1768.신동아타워 버스정류소",7811,12.70%,17.07%,26.42%
"1296","1296. 석촌호수교차로 (송파나루근린공원 앞)",7803,9.46%,16.83%,34.01%
"416","416. 상암월드컵파크 1단지 교차로",7799,9.50%,27.71%,22.14%
"309","309. 광화문역 6번출구 옆 B",7796,7.61%,35.34%,13.44%
"2716","2716.롯데 R&D 센터",7792,5.18%,58.48%,5.13%
"848","848. 삼각지12번 출구",7791,8.70%,22.08%,28.80%
"2145","2145. 은천초등학교 육교",7781,21.04%,11.50%,25.34%
"3113","3113. 독립문 앞",7766,26.73%,12.68%,31.44%
"904","904. 은평뉴타운 푸르지오",7762,30.13%,9.62%,28.28%
"1518","1518. 수유2동은행빌딩 앞",7753,14.14%,14.42%,26.38%
"3918","3918. 이좋은집오피스텔 앞",7752,13.98%,13.92%,27.81%
"349","349. 어린이도서관",7748,13.35%,16.51%,28.60%
"1299","1299. 송파소방서 (방이119안전센터)",7746,17.93%,14.58%,27.18%
"1713","1713. 쌍문동 이안아파트 앞",7736,11.66%,14.96%,26.03%
"3523","3523. 건국대학교 과학관(이과대) 앞",7720,3.91%,23.10%,10.31%
"1405","1405. 망우역 1번출구",7715,18.74%,18.51%,25.21%
"1642","1642. 서울여대 남문",7703,12.27%,15.24%,24.74%
"2365","2365. K+ 타워 앞",7696,3.03%,23.67%,26.78%
"4009","4009. 월계프라자",7680,14.09%,12.80%,24.75%
"4107","4107. 장안동근린공원 입구",7680,10.63%,17.28%,27.59%
"954","954. 은평뉴타운구파발9단지",7679,11.42%,11.34%,29.13%
"177","177. 북가좌 초등학교",7665,24.53%,13.76%,26.00%
"3797","3797. 마곡수명산파크7단지 710동 앞",7659,12.27%,14.45%,24.22%
"3211","3211.신길 래미안 프레비뉴",7639,21.67%,12.50%,27.52%
"1041","1041. 묘곡초등학교",7638,18.33%,14.89%,25.23%
"4811","4811. 한양수자인아파트 앞",7620,22.47%,9.83%,26.56%
"4273","4273. 홍연2교 사거리",7617,23.80%,16.07%,24.31%
"2243","2243.서울가정법원",7604,22.48%,23.37%,19.52%
"129","129. 신촌역(2호선) 6번출구 옆",7588,8.83%,15.66%,26.73%
"1772","1772.시립도봉노인복지관 버스정류소",7582,15.88%,12.33%,28.24%
"3675","3675. 강동리버스트8단지",7571,14.12%,12.01%,27.79%
"864","864.순천향대학병원(한남오거리)",7566,4.69%,25.88%,28.36%
"4621","4621. 남산도서관 앞",7553,7.43%,16.25%,28.33%
"180","180. 충정로역 7번출구 아래",7543,14.25%,23.32%,22.42%
"2034","2034. 사당역 7번출구쪽",7534,11.92%,18.78%,27.37%
"1732","1732. 방학역사거리",7528,14.41%,16.56%,24.95%
"6059","6059. 덕수중학교",7527,14.11%,22.03%,18.36%
"1666","1666. 노원소방서인근",7526,11.89%,15.23%,28.85%
"6057","6057. 을지로5가(방산시장)",7523,17.51%,20.16%,21.69%
"5305","5305. 대륜E&S 서울지사 앞",7512,14.02%,13.03%,24.89%
"4907","4907. 극동스포츠 앞",7510,11.73%,20.71%,26.87%
"1568","1568.4.19민주묘지 입구사거리",7500,11.12%,14.72%,28.16%
"2205","2205. 내곡3단지 어린이공원 앞",7486,30.84%,15.11%,23.06%
"776","776.목마공원",7477,10.34%,22.50%,24.41%
"660","660. 동의보감타워",7471,14.04%,17.59%,22.94%
"3132","3132.홍제교",7471,12.58%,15.58%,28.22%
"939","939. 은평구청 교차로",7445,10.68%,24.62%,21.16%
"2385","2385. 학동역",7443,19.17%,19.63%,20.72%
"3588","3588.세종대학교(영실관)",7424,6.24%,26.27%,14.55%
"372","372. 약수역 3번출구 뒤",7415,7.43%,16.36%,29.58%
"4128","4128.  종암초등학교 뒤(새울센스빌)",7411,16.22%,14.60%,24.11%
"4891","4891. 위례포레나송파",7395,22.10%,12.21%,26.91%
"3634","3634. 국악고교 앞 교차로",7387,19.22%,16.47%,23.62%
"118","118. 광흥창역 2번출구 앞",7383,12.33%,16.42%,26.20%
"2330","2330. 역삼월드메르디앙아파트 앞",7374,11.66%,22.39%,20.53%
"839","839. 보광동 삼성리버빌아파트 앞",7366,10.82%,11.73%,29.09%
"1388","1388. 돈암초교입구 버스정류장(한성대입구역 방면)",7366,13.73%,15.04%,26.51%
"4253","4253. 홍은도담도서관",7366,23.83%,11.02%,24.99%
"3006","3006. 상암월드컵파크5단지(상암중학교)",7362,7.53%,22.97%,18.36%
"2084","2084.e편한세상 상도노빌리티 앞",7348,6.61%,15.51%,26.80%
"2422","2422.수서동 성당 맞은편",7347,11.81%,12.13%,29.79%
"328","328. 탑골공원 앞",7344,5.19%,19.23%,26.14%
"3689","3689. 강일역 3번출구",7344,19.76%,23.22%,21.66%
"4045","4045. 은하수 공원",7328,25.98%,12.58%,24.56%
"3930","3930. 온수역 2번 출구 앞",7324,10.57%,26.26%,19.92%
"3676","3676. 강동리엔파크9단지",7310,19.73%,12.11%,23.83%
"2341","2341. 일원역 4~5번 출구 사이",7293,11.33%,17.77%,27.22%
"1759","1759.서울북부지방법원 앞",7282,13.44%,25.62%,21.45%
"1136","1136. 등촌2파출소",7281,17.87%,12.80%,24.94%
"4582","4582. 국회도서관",7256,4.95%,29.63%,13.59%
"134","134. 연세로 명물길",7251,5.13%,19.68%,28.09%
"1812","1812. 갑을그레이트밸리 앞",7239,10.95%,32.42%,18.15%
"1548","1548. 북서울 꿈의숲 서문",7232,4.62%,13.95%,43.51%
"810","810. 이태원지하보도",7230,10.37%,20.25%,30.94%
"4313","4313. 반포종합운동장",7228,9.84%,22.43%,29.26%
"140","140. 이화여대 후문",7227,8.40%,29.54%,17.56%
"6182","6182.오스템임플란트비전타워",7221,4.13%,53.94%,7.15%
"4775","4775. 을지로지하쇼핑센터",7215,9.34%,26.21%,20.47%
"3609","3609. 언주초등학교 입구",7200,12.19%,27.75%,19.28%
"737","737. 장수공원",7192,20.47%,16.77%,24.22%
"2148","2148. 낙성대역 3번출구 뒤",7187,12.11%,18.59%,23.14%
"2426","2426.강남한신휴플러스 6단지",7164,30.57%,8.56%,22.14%
"3906","3906. 천왕차량사업소 입구",7164,18.33%,25.81%,23.10%
"3525","3525. 금호스포츠센터앞",7154,12.11%,14.57%,32.63%
"621","621. 전농초등학교 건너편",7153,27.25%,14.40%,23.79%
"3553","3553.마장역3번출구",7142,16.28%,19.56%,22.86%
"3116","3116.신촌역 4번출구",7136,9.02%,16.66%,25.78%
"4678","4678. 백련산로 녹번센트레빌",7131,24.26%,11.12%,24.69%
"1083","1083.광문고교사거리(아이파크)",7120,12.68%,16.14%,25.29%
"1998","1998. 고척교 교차로",7112,10.73%,18.76%,30.88%
"900","900. 은평예술회관",7106,13.72%,20.01%,21.84%
"1516","1516. 우이동길마을마당",7103,17.61%,14.91%,25.58%
"5871","5871. 건영상가 앞",7095,26.61%,12.95%,22.85%
"4889","4889. 마천역 1번 출구 인근②",7087,12.53%,18.40%,26.19%
"4615","4615. 크라운호텔앞 버스정류소",7085,3.12%,20.20%,33.73%
"235","235. 신길동 우리은행 옆",7076,11.50%,16.45%,26.19%
"1682","1682. 중계종합사회복지관 교차로",7067,9.51%,14.55%,26.22%
"843","843. 이태원관광특구 입구(용산구청방향)",7061,3.75%,22.91%,30.82%
"2246","2246. 서울시 품질시험소 앞",7041,10.86%,25.72%,19.44%
"1241","1241. 문정 법조단지5",7020,18.39%,18.72%,25.20%
"3604","3604. 삼성중앙역 5번출구",7020,20.19%,22.91%,16.91%
"3761","3761. 나이아가라관광호텔",7020,18.42%,11.70%,28.39%
"271","271. 샛강생태공원방문자센터 앞",7002,18.41%,23.88%,23.01%
"250","250. 대림아파트 사거리",6993,21.15%,14.21%,28.19%
"3636","3636. 삼성중앙역·플래티넘아파트 정류소",6993,11.91%,18.40%,23.81%
"976","976.진관고등학교앞",6989,18.89%,11.80%,22.13%
"1031","1031. 올림픽로 836(아리수로)",6983,13.32%,20.49%,25.23%
"4838","4838.동원사거리 행복오피스텔 앞",6977,15.62%,13.07%,26.21%
"575","575. 대원중고교 입구(대하빌딩)",6968,13.69%,15.07%,26.77%
"1835","1835. STX V타워",6965,24.77%,33.02%,12.25%
"4206","4206. 광흥창역5번출구",6956,13.89%,21.03%,27.07%
"638","638. 서울시립대 정보기술관",6953,3.81%,24.77%,18.97%
"2038","2038. 동작역 7번출구",6951,10.04%,20.13%,33.23%
"745","745. 강서초등학교",6948,21.62%,15.18%,23.75%
"2020","2020. 장승배기역2번출구뒷편쪽",6945,13.88%,17.05%,24.20%
"405","405. DMC빌 앞",6944,9.65%,29.52%,13.55%
"1325","1325. 상월곡역 4번출구",6935,9.89%,20.81%,23.82%
"4420","4420. 성북구 한예종 캠퍼스 별관",6931,8.09%,20.18%,18.15%
"555","555. 구의3동주민센터",6919,9.39%,18.50%,25.41%
"845","845. 용산 선인상가",6915,7.32%,34.07%,12.61%
"1287","1287. 위례아이파크 101동 맞은편",6908,22.38%,15.40%,28.43%
"428","428. 명보사거리",6906,8.50%,29.37%,14.42%
"1441","1441. 신내능말공원",6882,28.81%,11.46%,22.46%
"1840","1840. 솔브레인이엔지 뒤편",6869,19.14%,36.47%,11.92%
"2614","2614. 가락고등학교 앞",6832,23.52%,10.44%,23.59%
"2273","2273. 일동제약 사거리",6831,8.81%,24.67%,26.79%
"1856","1856. 모두의학교",6823,29.62%,10.92%,24.89%
"2388","2388. 강남구 도시관리공단",6817,26.82%,20.07%,21.46%
"2339","2339. 현대아파트 정문 앞",6798,22.49%,13.65%,27.08%
"535","535. 응봉삼거리",6797,15.57%,13.40%,32.31%
"941","941. 은평뉴타운 도서관",6792,12.03%,17.24%,27.64%
"4836","4836. 양원역 1번 출구",6791,12.24%,21.72%,22.22%
"952","952. 서울연신중학교",6789,23.77%,10.83%,25.35%
"1421","1421. 신내역 4번출구",6788,16.93%,23.44%,21.15%
"4807","4807. 라코지스테이 앞",6786,20.65%,11.92%,27.03%
"1696","1696.수락리버시티4단지",6777,19.55%,11.76%,29.63%
"1480","1480. 용마지구대 B",6770,10.55%,16.32%,30.96%
"4264","4264. 홍남교 버스정류장",6766,24.24%,13.48%,28.81%
"4546","4546. 목동운동장 주경기장",6752,10.17%,15.67%,32.82%
"4362","4362. 행당중학교 후문",6749,7.39%,17.78%,31.75%
"298","298.KBS 연구동 건너편",6744,20.97%,29.76%,18.82%
"909","909. 백련산 힐스테이트 3차",6742,24.96%,11.64%,21.30%
"3922","3922. 서울남부교정시설 앞",6714,14.85%,38.71%,19.38%
"1758","1758.솔밭공원역 1번출구 주변",6713,11.40%,13.59%,30.34%
"2229","2229.로고스교회 맞은 편",6709,16.31%,16.72%,25.28%
"4958","4958. 고덕래미안힐스테이트 아파트 211동",6707,33.47%,6.65%,21.60%
"1025","1025. 상일초등학교",6700,10.97%,33.03%,17.57%
"963","963. 불광롯데캐슬아파트 앞",6684,13.36%,13.23%,27.65%
"1034","1034. 고덕동 래미안 힐스테이트",6673,27.42%,11.15%,24.73%
"712","712. 강월초교입구 사거리",6668,16.68%,14.29%,23.20%
"4774","4774. 을지로입구역 8번출구",6648,11.40%,23.86%,21.81%
"4312","4312. 반포미도2차아파트 옆",6644,14.75%,25.20%,19.64%
"2069","2069. 숭실대 입구역3번 출구 앞",6643,8.14%,15.85%,27.38%
"434","434. 신당 래미안 버스정류장",6641,17.59%,12.05%,31.61%
"965","965. 서울특별시 은평병원",6641,18.24%,13.49%,21.08%
"1825","1825. 한신아파트 앞 육교 아래",6637,22.57%,19.23%,25.16%
"1543","1543. 수유1동 주민센터",6625,11.98%,15.34%,26.20%
"4888","4888. 둔촌오륜역 2번출구",6623,17.92%,14.18%,27.22%
"1672","1672. 상계동수락리버시티",6618,13.34%,14.40%,28.77%
"2196","2196. 봉천역 3번출구",6617,9.60%,17.85%,27.29%
"3658","3658. 프라이어팰리스아파트",6615,21.41%,12.44%,29.12%
"2416","2416.한티역 6번 출구",6614,15.03%,22.13%,22.20%
"975","975.백련산 힐스테이트상가앞",6610,31.35%,9.35%,24.34%
"2174","2174. 삼성디지털프라자관악점",6599,7.86%,13.85%,29.22%
"4753","4753. 시청역 10번출구",6595,16.04%,23.76%,14.25%
"4715","4715. 돈의문 박물관 마을",6587,18.02%,28.02%,14.54%
"2198","2198.사랑의병원",6559,12.46%,11.47%,28.31%
"1207","1207. 마천중앙시장",6547,19.25%,12.22%,27.33%
"5072","5072. 김포공항입구 교통섬",6547,17.99%,16.85%,25.63%
"2826","2826.가마산지하보도 옆",6541,28.41%,19.06%,19.48%
"2358","2358. 구룡초사거리 (현대아파트10동 앞 )",6536,27.20%,14.98%,23.30%
"1032","1032. 선사고등학교",6523,17.71%,16.34%,24.87%
"2344","2344. 리엔파크 2단지 앞",6522,14.77%,10.56%,26.43%
"5777","5777. 호반써밋12단지",6477,23.30%,12.10%,23.39%
"4579","4579. 국회의사당 본관",6472,14.63%,32.69%,17.55%
"2502","2502. 서초역1번출구 앞",6466,11.61%,21.11%,24.59%
"2517","2517. 서초그랑자이 앞",6455,26.01%,21.77%,21.70%
"4234","4234. 에스테반",6454,29.80%,12.80%,24.00%
"299","299.여의도 순복음교회",6444,2.89%,18.42%,46.80%
"1519","1519. 장미원시장 건너편",6419,10.03%,15.80%,27.03%
"2822","2822.제니스스포츠 앞",6419,23.59%,19.24%,24.74%
"1733","1733. 방학사거리 (봄마당 앞)",6414,8.26%,16.95%,27.14%
"2116","2116. 에이스에이존빌딩",6413,4.24%,17.17%,27.62%
"710","710. 금옥여고보도육교",6411,17.49%,7.00%,16.27%
"4275","4275.농협생명본사빌딩 서관",6411,16.85%,26.36%,14.72%
"2331","2331. 동영문화센터앞",6408,14.50%,20.94%,19.63%
"1015","1015. 샛마을 근린공원",6407,14.44%,13.95%,29.81%
"4318","4318. 방배역 2번 출구",6402,11.67%,23.48%,21.96%
"1064","1064.중앙보훈병원역 1번출구",6396,11.96%,19.03%,27.08%
"4389","4389. 서울숲역3번출구",6374,3.98%,21.85%,40.79%
"1230","1230. 송파중학교 정문",6368,10.30%,15.22%,31.56%
"851","851.효창 푸르지오 앞",6363,16.69%,15.24%,29.66%
"2071","2071. 대림아파트 후문 상가 옆",6360,18.27%,10.55%,26.34%
"3776","3776. 김포공항사거리",6359,17.08%,17.72%,23.32%
"4935","4935. 도곡삼성래미안",6324,28.29%,13.49%,26.20%
"4585","4585. 국회6문",6318,2.14%,24.26%,33.67%
"2501","2501. 서초 포레스타5단지",6313,28.02%,12.12%,25.08%
"1859","1859. 대륭테크노타운 18차",6279,3.42%,56.24%,6.85%
"863","863.이촌역2번 출구",6274,9.04%,22.90%,35.81%
"163","163. 명지전문대학교 정문 앞",6262,20.46%,13.08%,19.88%
"1831","1831. 한국전력 구로금천지사 앞",6258,26.49%,17.24%,18.52%
"4686","4686. 우물골 근린공원",6234,18.69%,11.98%,27.43%
"2549","2549.호반써밋서초파크 403동",6233,30.68%,11.97%,22.85%
"3663","3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트)",6231,26.26%,9.69%,24.47%
"4863","4863. 잠실나들목5",6219,15.81%,14.09%,27.01%
"919","919. 서울혁신파크",6218,9.50%,18.56%,30.19%
"167","167. 연가초등학교 옆",6202,22.36%,13.06%,26.48%
"171","171. 임광빌딩 앞",6197,24.87%,23.17%,15.93%
"2396","2396. 영동3교 북단(우성캐릭터 앞 보도)",6194,14.00%,16.81%,31.58%
"2326","2326. 대치동 삼성로",6191,11.48%,21.90%,25.96%
"1528","1528. 삼각산동 주민센터",6189,13.10%,11.71%,27.08%
"636","636. 세종대왕기념관 교차로",6183,7.21%,32.22%,18.84%
"2337","2337. 대모산입구역 2번출구 앞",6181,13.67%,12.46%,30.43%
"471","471.회현사거리 남측",6170,15.36%,24.68%,17.84%
"1067","1067.한영중고앞사거리",6169,13.31%,15.25%,25.53%
"757","757. 신정이펜하우스 1단지아파트 입구 사거리",6158,25.84%,13.77%,24.93%
"3765","3765. 문소빌딩",6157,28.18%,11.61%,24.74%
"3537","3537. 아차산 휴먼시아 아파트 옆",6156,20.03%,14.05%,29.08%
"3770","3770. 남부순환로 205",6156,18.92%,15.95%,25.50%
"4134","4134. 제기동 현대아파트 앞",6155,11.31%,19.14%,24.29%
"4687","4687. 역촌센트레빌아파트 101동 앞",6149,26.56%,12.18%,23.76%
"1275","1275. 거여초등학교 옆",6142,21.85%,13.06%,26.20%
"4604","4604. 원효로다목적체육관 앞",6132,12.61%,32.08%,19.85%
"4555","4555. 대림우성2차아파트",6131,9.13%,17.78%,27.79%
"1849","1849. 대륭포스트타워5차",6116,15.86%,21.29%,19.20%
"4862","4862. 성내교 남단",6104,12.06%,19.04%,33.67%
"4954","4954. 신명초등학교 건너편",6104,31.36%,8.96%,23.00%
"5751","5751. 송파여성축구장",6098,8.25%,19.10%,34.62%
"2008","2008. 노량진근린공원 대방공원",6096,18.54%,10.71%,26.20%
"1426","1426. 면목도시개발아파트 1동 앞",6091,15.91%,17.94%,27.48%
"1736","1736. 버스정류장 앞",6086,8.15%,17.32%,25.42%
"667","667.청량차도 육교 밑",6072,22.76%,18.18%,22.97%
